deal id,proposed ticker,company name,proposed exchange,proposed share price,shares offered,date,year,month,dollar value of offering,,,Year,Count
9937-4438,PWR,"QUANTA SERVICES, INC.",New York Stock Exchange,9,"5,000,000",1998-02-12T00:00:00+02:00,1998,2,"$45,000,000",,,,
2279-9524,ADG,WORLDPAGES COM INC,New York Stock Exchange,14,"8,000,000",1998-02-12T00:00:00+02:00,1998,2,"$112,000,000",,,,
10949-8359,MDERF,MED-EMERG INTERNATIONAL INC,Nasdaq SmallCap Market,4.25,"1,250,000",1998-02-12T00:00:00+02:00,1998,2,"$5,312,500",,,,
10669-4897,PRHC,"Province Healthcare Company, LLC",Nasdaq National Market,16,"4,700,000",1998-02-11T00:00:00+02:00,1998,2,"$75,200,000",,,,
10080-4505,BDMS,BIRNER DENTAL MANAGEMENT SERVICES INC,Nasdaq National Market,7,"2,100,000",1998-02-11T00:00:00+02:00,1998,2,"$14,700,000",,,,
6842-4629,CDNW,CDNOW INC,Nasdaq National Market,16,"4,100,000",1998-02-10T00:00:00+02:00,1998,2,"$65,600,000",,,,
530-4888,DRD,DUANE READE INC,New York Stock Exchange,16.5,"7,277,718",1998-02-10T00:00:00+02:00,1998,2,"$120,082,347",,,,
6057-5356,CRSB,CRUSADER HOLDING CORP,Nasdaq National Market,15,"1,000,000",1998-02-10T00:00:00+02:00,1998,2,"$15,000,000",,,,
11704-4720,CTAC,1 800 CONTACTS INC,Nasdaq National Market,12.5,"2,200,000",1998-02-10T00:00:00+02:00,1998,2,"$27,500,000",,,,
3761-5355,TAMR,TAM RESTAURANTS INC,Nasdaq SmallCap Market,5,"1,000,000",1998-02-10T00:00:00+02:00,1998,2,"$5,000,000",,,,
10931-4989,DMSC,DISPATCH MANAGEMENT SERVICES CORP,Nasdaq National Market,13.25,"6,000,000",1998-02-06T00:00:00+02:00,1998,2,"$79,500,000",,,,
3776-4579,ACSY,ACSYS INC,Nasdaq National Market,8.5,"2,750,000",1998-02-06T00:00:00+02:00,1998,2,"$23,375,000",,,,
9275-4812,VNWK,VISUAL NETWORKS INC,Nasdaq National Market,12.5,"3,500,000",1998-02-06T00:00:00+02:00,1998,2,"$43,750,000",,,,
6208-5102,VYSI,VYSIS INC,Nasdaq National Market,12,"3,000,000",1998-02-05T00:00:00+02:00,1998,2,"$36,000,000",,,,
3623-5108,CNDR,CONDOR TECHNOLOGY SOLUTIONS INC,Nasdaq National Market,13,"5,900,000",1998-02-05T00:00:00+02:00,1998,2,"$76,700,000",,,,
4176-4673,GTSG,GLOBAL TELESYSTEMS INC,Nasdaq National Market,20,"11,100,000",1998-02-05T00:00:00+02:00,1998,2,"$222,000,000",,,,
44409-9565,HDLD,HEADLANDS MORTGAGE CO,Nasdaq National Market,12,"8,000,000",1998-02-05T00:00:00+02:00,1998,2,"$96,000,000",,,,
8225-4563,MEXP,MILLER EXPLORATION CO,Nasdaq National Market,8,"5,750,000",1998-02-04T00:00:00+02:00,1998,2,"$46,000,000",,,,
5495-4790,USNC,USN COMMUNICATIONS INC,Nasdaq National Market,16,"8,000,000",1998-02-04T00:00:00+02:00,1998,2,"$128,000,000",,,,
4047-4297,BONSQ,BMJ MEDICAL MANAGEMENT INC,Nasdaq National Market,7,"4,000,000",1998-02-04T00:00:00+02:00,1998,2,"$28,000,000",,,,
4841-4418,ARTI,ARTISAN COMPONENTS INC,Nasdaq National Market,10,"2,900,000",1998-02-03T00:00:00+02:00,1998,2,"$29,000,000",,,,
8483-4814,BYS,BAY STATE BANCORP INC,American Stock Exchange,20,"2,535,232",1998-03-30T00:00:00+03:00,1998,3,"$50,704,640",,,,
8195-5116,COLM,COLUMBIA SPORTSWEAR CO,Nasdaq National Market,18,"5,600,000",1998-03-27T00:00:00+03:00,1998,3,"$100,800,000",,,,
6012-4952,HLFC,HOME LOAN FINANCIAL CORP,Nasdaq National Market,10,"2,248,250",1998-03-26T00:00:00+03:00,1998,3,"$22,482,500",,,,
6914-5321,BRKL,BROOKLINE BANCORP INC,Nasdaq National Market,10,"13,675,000",1998-03-25T00:00:00+03:00,1998,3,"$136,750,000",,,,
11662-4865,ONX,ONIX SYSTEMS INC,American Stock Exchange,14.5,"3,300,000",1998-03-25T00:00:00+03:00,1998,3,"$47,850,000",,,,
4585-5109,PEN,ILINC COMMUNICATIONS INC,American Stock Exchange,8.5,"2,500,000",1998-03-25T00:00:00+03:00,1998,3,"$21,250,000",,,,
3435-4581,SYS,CPS SYSTEMS INC,American Stock Exchange,4,"1,900,000",1998-03-25T00:00:00+03:00,1998,3,"$7,600,000",,,,
10932-4899,ISSX,INTERNET SECURITY SYSTEMS INC/GA,Nasdaq National Market,22,"3,000,000",1998-03-24T00:00:00+03:00,1998,3,"$66,000,000",,,,
10377-5301,ERTH,EARTHSHELL CORP,Nasdaq National Market,21,"13,200,000",1998-03-24T00:00:00+03:00,1998,3,"$277,200,000",,,,
11026-8909,AMBB,AMERICASBANK CORP,OTCBB,10,"300,000",1998-03-24T00:00:00+03:00,1998,3,"$3,000,000",,,,
6232-5480,CYSP,GSV INC,Nasdaq SmallCap Market,6.5,"2,800,000",1998-03-23T00:00:00+03:00,1998,3,"$18,200,000",,,,
10336-5011,EXDS,EXDS INC,Nasdaq National Market,15,"4,500,000",1998-03-19T00:00:00+02:00,1998,3,"$67,500,000",,,,
8009-4493,CRGN,CURAGEN CORP,Nasdaq National Market,11.5,"3,000,000",1998-03-18T00:00:00+02:00,1998,3,"$34,500,000",,,,
7305-9490,HARB,HARBOR FLORIDA BANCSHARES INC,NASDAQ National Market,10,"16,586,752",1998-03-18T00:00:00+02:00,1998,3,"$165,867,520",,,,
3022-4813,ICBC,INDEPENDENCE COMMUNITY BANK CORP,Nasdaq National Market,10,"70,410,880",1998-03-17T00:00:00+02:00,1998,3,"$704,108,800",,,,
8399-4830,PMRT,XPONENTIAL INC,Nasdaq SmallCap Market,5,"1,200,000",1998-03-17T00:00:00+02:00,1998,3,"$6,000,000",,,,
6301-9692,CAVB,CAVALRY BANCORP INC,Nasdaq National Market,10,"7,538,250",1998-03-17T00:00:00+02:00,1998,3,"$75,382,500",,,,
4812-4649,GCLI,GRAND COURT LIFESTYLES INC,Nasdaq National Market,9.5,"2,800,000",1998-03-16T00:00:00+02:00,1998,3,"$26,600,000",,,,
10406-4631,DSET,DSET CORP,Nasdaq National Market,16,"3,500,000",1998-03-13T00:00:00+02:00,1998,3,"$56,000,000",,,,
1193-4494,CMND,COMMAND SYSTEMS INC,Nasdaq National Market,12,"2,700,000",1998-03-13T00:00:00+02:00,1998,3,"$32,400,000",,,,
46652-9861,RLT,RELTEC CORP,New York Stock Exchange,29,"5,500,000",1998-03-13T00:00:00+02:00,1998,3,"$159,500,000",,,,
4088-9728,ISNR,INTEGRATED SENSOR SOLUTIONS INC,Nasdaq National Market,8,"2,500,000",1998-03-13T00:00:00+02:00,1998,3,"$20,000,000",,,,
2975-4279,LJLB,LJL BIOSYSTEMS INC,Nasdaq National Market,7,"2,000,000",1998-03-13T00:00:00+02:00,1998,3,"$14,000,000",,,,
5822-4834,NHCH,TOUSA INC,Nasdaq National Market,10.5,"2,000,000",1998-03-13T00:00:00+02:00,1998,3,"$21,000,000",,,,
5823-4322,CWLZ,COWLITZ BANCORPORATION,Nasdaq National Market,12,"1,200,000",1998-03-12T00:00:00+02:00,1998,3,"$14,400,000",,,,
2662-4835,CAO,CSK AUTO CORP,New York Stock Exchange,20,"7,500,000",1998-03-12T00:00:00+02:00,1998,3,"$150,000,000",,,,
2210-9678,BEYE,BOLLE INC,Nasdaq National Market,5.75,"6,636,581",1998-03-12T00:00:00+02:00,1998,3,"$38,160,341",,,,
11835-5067,BNCM,BNC MORTGAGE INC,Nasdaq National Market,9.5,"3,173,196",1998-03-11T00:00:00+02:00,1998,3,"$30,145,362",,,,
6694-9729,ZAPP,ZAP,OTCBB,6,"500,000",1998-03-11T00:00:00+02:00,1998,3,"$3,000,000",,,,
8640-9693,ASTI,ALLERGAN SPECIALTY THERAPEUTICS INC,Nasdaq National Market,9.5,"3,272,690",1998-03-10T00:00:00+02:00,1998,3,"$31,090,555",,,,
4632-4314,JIT,PENTACON INC,New York Stock Exchange,10,"5,200,000",1998-03-10T00:00:00+02:00,1998,3,"$52,000,000",,,,
7000-9435,RBA,RITCHIE BROS AUCTIONEERS INC,New York Stock Exchange,17,"2,900,000",1998-03-10T00:00:00+02:00,1998,3,"$49,300,000",,,,
3474-4953,OPW,CHAMPIONSHIP LIQUIDATING TRUST,New York Stock Exchange,16,"4,700,000",1998-03-10T00:00:00+02:00,1998,3,"$75,200,000",,,,
2916-4836,CIX,COMPX INTERNATIONAL INC,New York Stock Exchange,20,"5,200,000",1998-03-06T00:00:00+02:00,1998,3,"$104,000,000",,,,
1370-4564,WDR,WADDELL & REED FINANCIAL INC,New York Stock Exchange,23,"21,700,000",1998-03-05T00:00:00+02:00,1998,3,"$499,100,000",,,,
4306-4347,XTND,EXTENDED SYSTEMS INC,Nasdaq National Market,8,"1,550,000",1998-03-04T00:00:00+02:00,1998,3,"$12,400,000",,,,
9207-9482,CMPS,COMPASS INTERNATIONAL SERVICES CORP,Nasdaq National Market,10.5,"4,100,000",1998-03-04T00:00:00+02:00,1998,3,"$43,050,000",,,,
5062-5115,SRDX,SURMODICS INC,Nasdaq National Market,7.5,"2,000,000",1998-03-04T00:00:00+02:00,1998,3,"$15,000,000",,,,
2490-9773,VIAX,VIAGRAFIX CORP,Nasdaq National Market,13,"2,200,000",1998-03-04T00:00:00+02:00,1998,3,"$28,600,000",,,,
3148-5311,PCCC,PC CONNECTION INC,Nasdaq National Market,17.5,"3,125,000",1998-03-03T00:00:00+02:00,1998,3,"$54,687,500",,,,
48328-5114,TSX,TRISTAR AEROSPACE CO,New York Stock Exchange,16,"13,276,858",1998-04-30T00:00:00+03:00,1998,4,"$212,429,728",,,,
1761-4862,POVT,PROVANT INC,Nasdaq National Market,13,"2,600,000",1998-04-29T00:00:00+03:00,1998,4,"$33,800,000",,,,
1682-4345,FVCX,U.S. Dry Cleaning Services Corp,Nasdaq National Market,13,"2,880,000",1998-04-29T00:00:00+03:00,1998,4,"$37,440,000",,,,
5556-4343,INGE,INGENUUS CORP,Nasdaq National Market,13,"6,000,000",1998-04-28T00:00:00+03:00,1998,4,"$78,000,000",,,,
10553-4675,MOBI,MOBIUS MANAGEMENT SYSTEMS INC,Nasdaq National Market,14.5,"3,300,000",1998-04-28T00:00:00+03:00,1998,4,"$47,850,000",,,,
3735-9759,BOCF,BOC FINANCIAL CORP,OTCBB,10,"925,741",1998-04-28T00:00:00+03:00,1998,4,"$9,257,410",,,,
4431-4992,RFGI,TNFG Corp,Nasdaq SmallCap Market,5.5,"815,341",1998-04-28T00:00:00+03:00,1998,4,"$4,484,376",,,,
406-4754,ZD,ZIFF DAVIS INC,New York Stock Exchange,15.5,"25,800,000",1998-04-28T00:00:00+03:00,1998,4,"$399,900,000",,,,
5717-4554,UPFC,UNITED PAN AM FINANCIAL CORP,Nasdaq National Market,11,"5,500,000",1998-04-24T00:00:00+03:00,1998,4,"$60,500,000",,,,
4080-4974,CLEC,US LEC LLC,Nasdaq National Market,15,"5,500,000",1998-04-24T00:00:00+03:00,1998,4,"$82,500,000",,,,
4760-4864,CRAI,"CRA INTERNATIONAL, INC.",Nasdaq National Market,18.5,"2,188,000",1998-04-24T00:00:00+03:00,1998,4,"$40,478,000",,,,
11564-4278,DACG,"KUBOO, INC.",Nasdaq National Market,14.5,"2,400,000",1998-04-24T00:00:00+03:00,1998,4,"$34,800,000",,,,
11215-4415,INRB,INDUSTRIAL RUBBER PRODUCTS INC,Nasdaq SmallCap Market,5,"1,260,000",1998-04-24T00:00:00+03:00,1998,4,"$6,300,000",,,,
2142-4938,IOX,IOMED LLC,American Stock Exchange,7.5,"1,700,000",1998-04-24T00:00:00+03:00,1998,4,"$12,750,000",,,,
5692-4583,MANH,MANHATTAN ASSOCIATES INC,Nasdaq National Market,15,"3,500,000",1998-04-23T00:00:00+03:00,1998,4,"$52,500,000",,,,
184-4982,CGII,CUNNINGHAM GRAPHICS INTERNATIONAL INC,Nasdaq National Market,13,"2,200,000",1998-04-22T00:00:00+03:00,1998,4,"$28,600,000",,,,
1049-4793,SFO,SONIC FOUNDRY INC,American Stock Exchange,7.5,"2,000,000",1998-04-22T00:00:00+03:00,1998,4,"$15,000,000",,,,
9598-4517,FNFG,FIRST NIAGARA FINANCIAL GROUP INC,Nasdaq National Market,10,"12,951,960",1998-04-20T00:00:00+03:00,1998,4,"$129,519,600",,,,
5965-4401,BRCM,BROADCOM CORP,Nasdaq National Market,24,"3,500,000",1998-04-17T00:00:00+03:00,1998,4,"$84,000,000",,,,
2600-4739,BTSR,BRIGHTSTAR INFORMATION TECHNOLOGY GROUP INC,Nasdaq National Market,13,"4,250,000",1998-04-17T00:00:00+03:00,1998,4,"$55,250,000",,,,
2517-4492,ADPI,AMERICAN DENTAL PARTNERS INC,Nasdaq National Market,15,"2,250,000",1998-04-16T00:00:00+03:00,1998,4,"$33,750,000",,,,
1710-4951,CFKY,COLUMBIA FINANCIAL OF KENTUCKY INC,Nasdaq National Market,10,"2,671,450",1998-04-15T00:00:00+03:00,1998,4,"$26,714,500",,,,
4729-4900,HMPS,HORIZON MEDICAL PRODUCTS INC,Nasdaq National Market,14.5,"3,473,000",1998-04-15T00:00:00+03:00,1998,4,"$50,358,500",,,,
3592-4519,SBAN,SOUTHBANC SHARES INC,Nasdaq National Market,20,"2,281,312",1998-04-15T00:00:00+03:00,1998,4,"$45,626,240",,,,
10113-4591,NGEN,"NGEN, INC.",Nasdaq National Market,11,"3,900,000",1998-04-14T00:00:00+03:00,1998,4,"$42,900,000",,,,
4165-4516,GBNK,CITIZENS SOUTH BANKING CORP,Nasdaq National Market,10,"2,113,550",1998-04-13T00:00:00+03:00,1998,4,"$21,135,500",,,,
6885-4292,DEAR,DEARBORN BANCORP INC /MI/,Nasdaq SmallCap Market,14,"1,200,000",1998-04-09T00:00:00+03:00,1998,4,"$16,800,000",,,,
11043-4411,ALREF,"ANNUITY & LIFE RE (HOLDINGS), LTD.",Nasdaq National Market,15,"17,078,765",1998-04-09T00:00:00+03:00,1998,4,"$256,181,475",,,,
3180-5388,SHP,SCHEIN PHARMACEUTICAL INC,New York Stock Exchange,17,"3,000,000",1998-04-09T00:00:00+03:00,1998,4,"$51,000,000",,,,
7391-9791,TSBS,PEOPLES BANCORP INC /DE/,Nasdaq National Market,10,"23,805,827",1998-04-08T00:00:00+03:00,1998,4,"$238,058,270",,,,
10477-5113,CDSC,"Banneker, Inc",Nasdaq SmallCap Market,5,"2,350,000",1998-04-08T00:00:00+03:00,1998,4,"$11,750,000",,,,
6204-9819,OWWI,OMEGA WORLDWIDE INC,Nasdaq National Market,7.5,"500,000",1998-04-08T00:00:00+03:00,1998,4,"$3,750,000",,,,
468-9750,HBSC,HERITAGE BANCORP INC /SC/,Nasdaq National Market,15,"4,628,750",1998-04-07T00:00:00+03:00,1998,4,"$69,431,250",,,,
46259-4967,AFSB,ADIRONDACK FINANCIAL SERVICES BANCORP INC,OTCBB,10,"661,250",1998-04-07T00:00:00+03:00,1998,4,"$6,612,500",,,,
12016-9801,QTMB,QUITMAN BANCORP INC,OTCBB,10,"661,250",1998-04-07T00:00:00+03:00,1998,4,"$6,612,500",,,,
11875-9590,EFC,EFC BANCORP INC,American Stock Exchange,10,"6,936,513",1998-04-06T00:00:00+03:00,1998,4,"$69,365,130",,,,
6534-4610,CVH,Red Lion Hotels CORP,New York Stock Exchange,15,"5,175,000",1998-04-03T00:00:00+03:00,1998,4,"$77,625,000",,,,
12038-4752,HKID,HAPPY KIDS INC,Nasdaq National Market,10,"2,200,000",1998-04-03T00:00:00+03:00,1998,4,"$22,000,000",,,,
370-4655,OME,OMEGA PROTEIN CORP,New York Stock Exchange,16,"8,500,000",1998-04-03T00:00:00+03:00,1998,4,"$136,000,000",,,,
1526-4863,FSI,TUCKER ANTHONY SUTRO,New York Stock Exchange,20,"7,400,000",1998-04-02T00:00:00+03:00,1998,4,"$148,000,000",,,,
1053-4437,HOFF,HORIZON OFFSHORE INC,Nasdaq National Market,13,"5,000,000",1998-04-02T00:00:00+03:00,1998,4,"$65,000,000",,,,
2376-4488,MCBC,MACATAWA BANK CORP,OTCBB,10,"1,300,000",1998-04-02T00:00:00+03:00,1998,4,"$13,000,000",,,,
11922-5258,HRVE,HARVEY ELECTRONICS INC,Nasdaq SmallCap Market,5,"1,200,000",1998-04-01T00:00:00+03:00,1998,4,"$6,000,000",,,,
4701-9809,NEP,NORTHEAST PENNSYLVANIA FINANCIAL CORP,American Stock Exchange,10,"5,437,062",1998-04-01T00:00:00+03:00,1998,4,"$54,370,620",,,,
7073-4648,FRIZ,FRISBY TECHNOLOGIES INC,Nasdaq SmallCap Market,7,"1,600,000",1998-04-01T00:00:00+03:00,1998,4,"$11,200,000",,,,
9255-8866,BCSF,BRYAN COLLEGE STATION FINANCIAL HOLDING CO,OTCBB,10,"200,000",1998-04-01T00:00:00+03:00,1998,4,"$2,000,000",,,,
6609-4672,ROLL,ROLLERBALL INTERNATIONAL INC,Nasdaq SmallCap Market,5,"1,250,000",1998-04-01T00:00:00+03:00,1998,4,"$6,250,000",,,,
6246-4839,AIRS,AMERICAN AIRCARRIERS SUPPORT INC,Nasdaq National Market,6,"2,000,000",1998-05-28T00:00:00+03:00,1998,5,"$12,000,000",,,,
3515-4522,ANSR,"HACKETT GROUP, INC.",Nasdaq National Market,13,"3,850,000",1998-05-28T00:00:00+03:00,1998,5,"$50,050,000",,,,
11578-9599,RBO,RIBOGENE INC / CA/,American Stock Exchange,7,"2,300,000",1998-05-28T00:00:00+03:00,1998,5,"$16,100,000",,,,
3368-4901,RMAG,VOICEFLASH NETWORKS INC,Nasdaq SmallCap Market,7.25,"1,600,000",1998-05-28T00:00:00+03:00,1998,5,"$11,600,000",,,,
9763-10061,CRB,CAPSTAR BROADCASTING CORP,New York Stock Exchange,19,"31,000,000",1998-05-27T00:00:00+03:00,1998,5,"$589,000,000",,,,
1702-4866,ADSC,ATLANTIC DATA SERVICES INC,Nasdaq National Market,13,"2,500,000",1998-05-22T00:00:00+03:00,1998,5,"$32,500,000",,,,
431-4350,CMTO,COM21 INC,Nasdaq National Market,12,"5,000,000",1998-05-22T00:00:00+03:00,1998,5,"$60,000,000",,,,
4625-4978,NFF,NEFF CORP,New York Stock Exchange,14,"6,700,000",1998-05-22T00:00:00+03:00,1998,5,"$93,800,000",,,,
686-4939,WCNX,"Waste Connections US, Inc.",Nasdaq National Market,12,"2,000,000",1998-05-22T00:00:00+03:00,1998,5,"$24,000,000",,,,
8428-4348,AXTI,AXT INC,Nasdaq National Market,10,"2,500,000",1998-05-21T00:00:00+03:00,1998,5,"$25,000,000",,,,
5252-5126,CANI,CARREKER CORP,Nasdaq National Market,11,"5,100,000",1998-05-20T00:00:00+03:00,1998,5,"$56,100,000",,,,
4693-4287,PDII,"INTERPACE BIOSCIENCES, INC.",Nasdaq National Market,16,"2,800,000",1998-05-20T00:00:00+03:00,1998,5,"$44,800,000",,,,
6122-5483,RZT,RESORTQUEST INTERNATIONAL INC,New York Stock Exchange,11,"5,800,000",1998-05-20T00:00:00+03:00,1998,5,"$63,800,000",,,,
9483-4794,RINO,BLUE RHINO CORP,Nasdaq National Market,13,"2,700,000",1998-05-19T00:00:00+03:00,1998,5,"$35,100,000",,,,
4662-4954,GLBK,GLB BANCORP INC,Nasdaq SmallCap Market,13,"1,300,000",1998-05-19T00:00:00+03:00,1998,5,"$16,900,000",,,,
11809-4439,GNTY,GUARANTY BANCSHARES INC /TX/,Nasdaq National Market,14.25,"365,000",1998-05-19T00:00:00+03:00,1998,5,"$5,201,250",,,,
7751-4890,LLL,L 3 COMMUNICATIONS HOLDINGS INC,New York Stock Exchange,22,"6,000,000",1998-05-19T00:00:00+03:00,1998,5,"$132,000,000",,,,
3415-4652,HVGP,"Surge Global Energy, Inc.",OTCBB,6,"460,000",1998-05-18T00:00:00+03:00,1998,5,"$2,760,000",,,,
9658-4650,IBSX,DIGITAL FUSION INC/NJ/,Nasdaq SmallCap Market,6,"1,200,000",1998-05-15T00:00:00+03:00,1998,5,"$7,200,000",,,,
49055-4731,UCP,UNICAPITAL CORP /DE/,New York Stock Exchange,19,"28,000,000",1998-05-15T00:00:00+03:00,1998,5,"$532,000,000",,,,
7112-4651,FCCN,"AGRITEK HOLDINGS, INC.",Nasdaq SmallCap Market,4,"1,600,000",1998-05-14T00:00:00+03:00,1998,5,"$6,400,000",,,,
9206-4807,FII,"FEDERATED HERMES, INC.",New York Stock Exchange,19,"17,557,226",1998-05-14T00:00:00+03:00,1998,5,"$333,587,294",,,,
7719-4620,FDCC,FACTUAL DATA CORP,Nasdaq SmallCap Market,5.6,"1,200,000",1998-05-13T00:00:00+03:00,1998,5,"$6,720,000",,,,
6416-5125,PBOC,PBOC HOLDINGS INC,Nasdaq National Market,13.75,"12,666,667",1998-05-13T00:00:00+03:00,1998,5,"$174,166,671",,,,
7659-4449,UTCC,URSUS TELECOM CORP,Nasdaq National Market,9.5,"1,500,000",1998-05-13T00:00:00+03:00,1998,5,"$14,250,000",,,,
8908-5091,VRIO,VERIO INC,Nasdaq National Market,23,"5,500,000",1998-05-12T00:00:00+03:00,1998,5,"$126,500,000",,,,
8179-4676,SHS,SAUER DANFOSS INC,New York Stock Exchange,18,"9,000,000",1998-05-12T00:00:00+03:00,1998,5,"$162,000,000",,,,
1324-4678,YNR,YOUNG & RUBICAM INC.,New York Stock Exchange,25,"16,600,000",1998-05-12T00:00:00+03:00,1998,5,"$415,000,000",,,,
1470-5107,ONTR,ONTRO INC,Nasdaq SmallCap Market,5.5,"3,400,000",1998-05-12T00:00:00+03:00,1998,5,"$18,700,000",,,,
7426-4681,MGCX,MPOWER COMMUNICATIONS CORP,Nasdaq National Market,17,"3,500,000",1998-05-12T00:00:00+03:00,1998,5,"$59,500,000",,,,
1721-4506,EVOL,EVOLVING SYSTEMS INC,Nasdaq National Market,14,"4,600,000",1998-05-12T00:00:00+03:00,1998,5,"$64,400,000",,,,
5404-4759,GEND,GENESIS DIRECT INC,Nasdaq National Market,15,"11,125,000",1998-05-08T00:00:00+03:00,1998,5,"$166,875,000",,,,
11351-9545,CCHM,COMBICHEM INC,Nasdaq National Market,8,"2,250,000",1998-05-08T00:00:00+03:00,1998,5,"$18,000,000",,,,
8639-5010,ATGC,ATG INC,Nasdaq National Market,8.5,"1,900,000",1998-05-07T00:00:00+03:00,1998,5,"$16,150,000",,,,
8447-4580,INOC,INNOTRAC CORP,Nasdaq National Market,12,"2,500,000",1998-05-07T00:00:00+03:00,1998,5,"$30,000,000",,,,
6106-4716,OPHD,APPLIED NEUROSOLUTIONS INC,Nasdaq SmallCap Market,6.1,"1,750,000",1998-05-07T00:00:00+03:00,1998,5,"$10,675,000",,,,
11874-5357,SHD,SHERWOOD BRANDS INC,American Stock Exchange,5.95,"1,550,000",1998-05-07T00:00:00+03:00,1998,5,"$9,222,500",,,,
2954-9636,OMDO,KID CASTLE EDUCATIONAL CORP,OTCBB,0.1,"570,000",1998-05-05T00:00:00+03:00,1998,5,"$57,000",,,,
11586-4808,HYPT,ADELPHIA BUSINESS SOLUTIONS INC,Nasdaq National Market,16,"12,500,000",1998-05-05T00:00:00+03:00,1998,5,"$200,000,000",,,,
8471-4521,CLBR,CALIBER LEARNING NETWORK INC,Nasdaq National Market,14,"5,700,000",1998-05-05T00:00:00+03:00,1998,5,"$79,800,000",,,,
7177-5012,BRYO,BRIO SOFTWARE INC,Nasdaq National Market,11,"2,900,000",1998-05-01T00:00:00+03:00,1998,5,"$31,900,000",,,,
7044-4344,AMKR,"AMKOR TECHNOLOGY, INC.",Nasdaq National Market,11,"35,000,000",1998-05-01T00:00:00+03:00,1998,5,"$385,000,000",,,,
7648-4721,RCCK,ROCK FINANCIAL CORP/MI/,Nasdaq National Market,10,"3,330,000",1998-05-01T00:00:00+03:00,1998,5,"$33,300,000",,,,
2576-4753,URSI,UNITED ROAD SERVICES INC,Nasdaq National Market,13,"6,600,000",1998-05-01T00:00:00+03:00,1998,5,"$85,800,000",,,,
11477-10008,ITNG,INTEGRATED TRANSPORTATION NETWORK GROUP INC,OTCBB,4.97,"7,623,000",1998-06-30T00:00:00+03:00,1998,6,"$37,886,310",,,,
1008-5486,LMIA,LMI AEROSPACE INC,Nasdaq National Market,10,"2,300,000",1998-06-30T00:00:00+03:00,1998,6,"$23,000,000",,,,
4769-5185,MIPS,MIPS TECHNOLOGIES INC,Nasdaq National Market,14,"5,500,000",1998-06-30T00:00:00+03:00,1998,6,"$77,000,000",,,,
7114-5343,FKAN,FIRST KANSAS FINANCIAL CORP,Nasdaq National Market,10,"1,553,938",1998-06-29T00:00:00+03:00,1998,6,"$15,539,380",,,,
236-4285,CMLS,CUMULUS MEDIA INC,Nasdaq National Market,14,"7,598,572",1998-06-26T00:00:00+03:00,1998,6,"$106,380,008",,,,
51052-10131,AOR,AURORA FOODS INC /DE/,New York Stock Exchange,21,"14,500,000",1998-06-26T00:00:00+03:00,1998,6,"$304,500,000",,,,
1214-4898,KING,KING PHARMACEUTICALS INC,Nasdaq National Market,14,"6,250,000",1998-06-25T00:00:00+03:00,1998,6,"$87,500,000",,,,
7888-4979,TSRC,TECHNISOURCE INC,Nasdaq National Market,11,"3,100,000",1998-06-25T00:00:00+03:00,1998,6,"$34,100,000",,,,
5774-4565,TFN,"Farmhouse, Inc.",American Stock Exchange,7.5,"1,200,000",1998-06-24T00:00:00+03:00,1998,6,"$9,000,000",,,,
6673-4840,SCCX,INTRADO INC,Nasdaq National Market,12,"3,300,000",1998-06-24T00:00:00+03:00,1998,6,"$39,600,000",,,,
10015-4724,BRBI,BLUE RIVER BANCSHARES INC,Nasdaq SmallCap Market,12,"1,500,000",1998-06-24T00:00:00+03:00,1998,6,"$18,000,000",,,,
10619-10138,ICUB,INTERNATIONAL INTEGRATION INC,Nasdaq National Market,12,"2,500,000",1998-06-23T00:00:00+03:00,1998,6,"$30,000,000",,,,
10897-4795,HORT,HINES HORTICULTURE INC,Nasdaq National Market,11,"5,100,000",1998-06-23T00:00:00+03:00,1998,6,"$56,100,000",,,,
10709-4280,RMG,RAGEN MACKENZIE GROUP INC,New York Stock Exchange,14,"2,350,000",1998-06-23T00:00:00+03:00,1998,6,"$32,900,000",,,,
11825-4323,WBCO,WASHINGTON BANKING CO,Nasdaq National Market,12,"1,200,000",1998-06-23T00:00:00+03:00,1998,6,"$14,400,000",,,,
10766-10012,ANSN,ANSON BANCORP INC,OTCBB,10,"585,124",1998-06-22T00:00:00+03:00,1998,6,"$5,851,240",,,,
2488-5121,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,Nasdaq National Market,10,"2,917,000",1998-06-19T00:00:00+03:00,1998,6,"$29,170,000",,,,
11696-10071,HSTD,HOMESTEAD BANCORP INC,Nasdaq SmallCap Market,10,"1,119,543",1998-06-19T00:00:00+03:00,1998,6,"$11,195,430",,,,
6125-5068,IPLY,INTERPLAY ENTERTAINMENT CORP,Nasdaq National Market,5.5,"5,000,000",1998-06-19T00:00:00+03:00,1998,6,"$27,500,000",,,,
10784-5127,ROSDF,ROSEDALE DECORATIVE PRODUCTS LTD,Nasdaq SmallCap Market,5,"1,100,000",1998-06-19T00:00:00+03:00,1998,6,"$5,500,000",,,,
2293-5349,RSTO,RESTORATION HARDWARE INC,Nasdaq National Market,19,"3,330,000",1998-06-19T00:00:00+03:00,1998,6,"$63,270,000",,,,
50964-4317,TUI,TRANSPORTATION COMPONENTS INC,New York Stock Exchange,8,"5,000,000",1998-06-19T00:00:00+03:00,1998,6,"$40,000,000",,,,
